,Z_FFT(f)
348.75,-0.000227572
349,0.000682151
349.25,-0.001473105
349.5,-0.000168594
349.75,0.005631383
350,-0.00468199
350.25,-0.002319276
350.5,0.004079398
350.75,-0.000880161
351,-0.001375681
351.25,-0.000130604
351.5,0.000793889
351.75,0.000916206
352,-5.46434E-05
352.25,-9.42516E-05
352.5,-0.003495746
352.75,0.00524295
353,-0.002349079
353.25,-0.000255932
353.5,-0.0011421
353.75,0.002135056
354,-0.000654079
354.25,-0.000601511
354.5,0.002207333
354.75,-0.001451393
355,-0.001194769
355.25,0.002521298
355.5,-0.002078845
355.75,0.000466334
356,-0.000260649
356.25,-0.00153017
356.5,0.003843945
356.75,-0.001799902
357,4.8998E-05
357.25,-0.001393677
357.5,0.002362689
357.75,-0.001119673
358,-0.00222217
358.25,0.003400155
358.5,-0.000621801
358.75,-0.000886492
359,0.000691986
359.25,0.000629299
359.5,-0.002830704
359.75,0.001514196
360,-0.001020623
360.25,0.002407225
360.5,6.10038E-05
360.75,-0.002110506
361,0.000438191
361.25,0.000306925
361.5,0.000892046
361.75,-0.001004628
362,0.001275973
362.25,-0.001205393
362.5,-0.000375918
362.75,0.000184987
363,0.001208521
363.25,-0.001743054
363.5,0.000757529
363.75,0.00058571
364,-0.001358894
364.25,0.003144746
364.5,-0.00341604
364.75,0.001444074
365,0.000267961
365.25,-0.001000018
365.5,0.001443611
365.75,-0.002310384
366,0.001177078
366.25,0.000785278
366.5,-0.000668928
366.75,0.001085525
367,-0.002219935
367.25,0.002775412
367.5,-0.00192319
367.75,-0.002342409
368,0.002395798
368.25,0.003058633
368.5,-0.00232725
368.75,-0.000386125
369,-0.001886617
369.25,0.003437708
369.5,-0.002063075
369.75,0.000731474
370,-0.001350324
370.25,0.001677404
370.5,-0.00099645
370.75,0.001683341
371,-0.001239627
371.25,-0.001374707
371.5,0.003356695
371.75,-0.003549357
372,0.002391273
372.25,-0.004000568
372.5,0.00624386
372.75,-0.004158632
373,0.001849185
373.25,-0.001749201
373.5,0.000665826
373.75,0.003059665
374,-0.007936464
374.25,0.009515622
374.5,-0.005054609
374.75,0.00026911
375,-5.14445E-05
375.25,0.001293201
375.5,-0.001884973
375.75,0.002550684
376,-0.002127923
376.25,0.000255296
376.5,0.000941926
376.75,-0.0020495
377,0.002519146
377.25,-0.00094369
377.5,0.000533097
377.75,-0.001189317
378,0.001276245
378.25,-0.000430885
378.5,-0.001845222
378.75,0.002208228
379,-0.000722032
379.25,4.19483E-05
379.5,0.000654211
379.75,-0.002037619
380,0.004400514
380.25,-0.005131682
380.5,0.003503864
380.75,-0.003126934
381,0.004601263
381.25,-0.005426015
381.5,0.004465001
381.75,-0.00303799
382,0.001963443
382.25,-7.78106E-05
382.5,-0.000987071
382.75,-0.000594706
383,0.000858689
383.25,0.000162284
383.5,0.000747141
383.75,-0.001418869
384,0.000667248
384.25,7.92866E-05
384.5,-0.001562178
384.75,0.001630995
385,0.000625815
385.25,-0.000842633
385.5,-0.000485287
385.75,0.000827413
386,1.25615E-05
386.25,-0.001341477
386.5,0.002914139
386.75,-0.001188579
387,-0.003791659
387.25,0.003807987
387.5,-0.001208811
387.75,-0.000312405
388,0.001642699
388.25,-0.000933247
388.5,-0.000263325
388.75,-9.57467E-05
389,0.001861968
389.25,-0.002698091
389.5,0.001304885
389.75,0.000197613
390,-0.001078283
390.25,0.001316672
390.5,0.000749991
390.75,-0.002170296
391,0.000559283
391.25,0.001392786
391.5,-0.001893185
391.75,0.000140174
392,0.000621569
392.25,0.000641403
392.5,0.001389918
392.75,-0.004018349
393,0.001238787
393.25,0.002168661
393.5,-0.002196918
393.75,0.001682859
394,-0.001298363
394.25,0.000934817
394.5,-0.000582392
394.75,0.000480858
395,-0.001353969
395.25,0.001881562
395.5,-0.00041439
395.75,-0.000664675
396,-0.001811748
396.25,0.003384764
396.5,-0.000895071
396.75,-0.001349017
397,9.17176E-05
397.25,0.001779341
397.5,-0.001310895
397.75,0.001002768
398,-0.002249575
398.25,0.000718217
398.5,0.003635319
398.75,-0.00402889
399,0.001851816
399.25,-0.000864553
399.5,-0.000911151
399.75,0.002395118
400,-0.003305953
400.25,0.002945693
400.5,2.72023E-05
400.75,-0.001616337
401,0.000935609
401.25,-0.000623872
401.5,0.000532673
401.75,-0.00077576
402,0.002186347
402.25,-0.001989079
402.5,-0.000511661
402.75,0.001580315
403,0.00010463
403.25,-0.001300123
403.5,0.000614725
403.75,0.000339539
404,-0.002178941
404.25,0.004267552
404.5,-0.003687539
404.75,0.001493766
405,-0.000985055
405.25,0.000118746
405.5,0.002662129
405.75,-0.003328458
406,0.002373178
406.25,-0.001359124
406.5,0.000291218
406.75,-0.002375472
407,0.00345799
407.25,-0.001230693
407.5,-0.000507913
407.75,0.001563307
408,-0.000826273
408.25,-0.0006781
408.5,0.001518643
408.75,-0.000821541
409,-0.000889689
409.25,-0.000577477
409.5,0.002192326
409.75,-0.001727452
410,0.003431099
410.25,-0.004239557
410.5,0.002714594
410.75,-0.005267299
411,0.007824206
411.25,-0.003442137
411.5,-0.001100673
411.75,0.000329534
412,-0.000388632
412.25,0.004369989
412.5,-0.00297169
412.75,-0.001631001
413,0.002177564
413.25,-0.003713912
413.5,0.003426781
413.75,0.001194404
414,-0.004528637
414.25,0.005845118
414.5,-0.007759108
414.75,0.00754425
415,-0.002065062
415.25,-0.002412866
415.5,0.002267494
415.75,-0.001410996
416,0.001768113
416.25,-0.002069645
416.5,0.000608383
416.75,0.000929728
417,0.000461658
417.25,3.85029E-05
417.5,-0.005018067
417.75,0.005148579
418,-0.002613204
418.25,0.004015651
418.5,-0.005333388
418.75,0.0037801
419,-0.000255962
419.25,0.000450652
419.5,-0.00362405
419.75,0.001830009
420,0.00209607
420.25,-0.002654721
420.5,0.001008521
420.75,-0.002071613
421,0.006315254
421.25,-0.006006931
421.5,0.003483248
421.75,-0.000438644
422,-0.003768196
422.25,0.004418363
422.5,-0.004614338
422.75,0.002354205
423,0.001504715
423.25,-0.001378838
423.5,0.002554839
423.75,-0.005471291
424,0.004646645
424.25,-0.002699639
424.5,0.002869028
424.75,-0.001021319
425,-0.000906192
425.25,-0.000731732
425.5,0.002283855
425.75,-0.001205196
426,-0.000488325
426.25,0.00065408
426.5,-0.000745324
426.75,-0.000608149
427,0.002800596
427.25,-0.002459267
427.5,-0.001100242
427.75,0.002623952
428,0.00062636
428.25,-0.000568788
428.5,-0.002635614
428.75,0.003655838
429,-0.003478974
429.25,0.00476496
429.5,-0.007611769
429.75,0.003895992
430,0.001493977
430.25,0.000946409
430.5,-0.000456528
430.75,-0.003586173
431,0.005073501
431.25,-0.005191201
431.5,0.001615143
431.75,0.002967797
432,-0.001836416
432.25,-0.002112825
432.5,0.002230178
432.75,-0.00247223
433,0.006096501
433.25,-0.006992489
433.5,0.005198275
433.75,-0.003155648
434,-0.001221149
434.25,0.002812071
434.5,-0.00110904
434.75,-0.000520036
435,0.002558111
435.25,-0.001573515
435.5,-0.000399432
435.75,-0.000389617
436,0.001904039
436.25,-0.003761963
436.5,0.006039518
436.75,-0.008074338
437,0.008779874
437.25,-0.007601487
437.5,0.006540668
437.75,-0.006880717
438,0.005880818
438.25,-0.001920066
438.5,-0.00194067
438.75,0.001909555
439,-0.000138324
439.25,0.00359278
439.5,-0.004324914
439.75,-0.001017125
440,0.00246821
440.25,-0.003244348
440.5,0.003207447
440.75,0.000815101
441,-0.003493903
441.25,0.005515953
441.5,-0.006638048
441.75,0.002630165
442,-8.84317E-05
442.25,0.002296647
442.5,-0.002630744
442.75,0.000589146
443,0.002766147
443.25,-0.004700342
443.5,0.004814772
443.75,-0.008676866
444,0.009526591
444.25,-0.005372135
444.5,0.005217454
444.75,-0.003938663
445,9.37553E-05
445.25,-0.000188818
445.5,0.002938765
445.75,-0.00471371
446,0.004348804
446.25,-4.50954E-06
446.5,-0.004563166
446.75,0.002437344
447,-0.000417261
447.25,0.002333801
447.5,-0.000228591
447.75,-0.005429296
448,0.005180694
448.25,-0.001752554
448.5,0.002938724
448.75,-0.004089444
449,0.001785302
449.25,-0.000140086
449.5,0.00094884
449.75,-0.001631004

